,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
BGI/salmon/CL100029124_L01_12,0.023623422862492627,0.0362962155833723,0.0471874691896843,0.054766884567567065,0.05491980053299503,0.060735819213495267,0.059592308397117766,0.05970984215862168,0.059128657044394344,0.05907390873268874,0.05751075340585018,0.057205538505258516,0.05742278413103226,0.058895371306247904,0.058921319150039446,0.0613391719214473,0.06133548911540398,0.05557425307541742,0.016203593496278312,0.0005573976105954771
BGI/salmon/CL100029124_L01_28,0.02457954925215263,0.037724906923214264,0.04814035693325009,0.05593070537463969,0.05583068425001821,0.06191033328443644,0.060383713262352846,0.05999865892671485,0.05990738938936864,0.05947874605835409,0.057508256089384494,0.05660958831585773,0.05657531260176567,0.05809463547351508,0.057721538308738427,0.060168786629589244,0.06057751598651841,0.05365262809254808,0.014311710842573558,0.0008949840050075429
BGI/salmon/CL100029124_L01_38,0.026995580338662797,0.03908157867570462,0.04798334582014962,0.05480164152227126,0.05496435322162943,0.05902741040249889,0.05741832949208545,0.05611175267076299,0.057089080945170304,0.05730002378299256,0.05581410412396274,0.05617790890214449,0.05553856715577633,0.059096362690626805,0.056868932603219964,0.06381893772763843,0.06559791402998227,0.05775681201697334,0.01686106323795356,0.001696300639794228
BGI/salmon/CL100029124_L01_45,0.02343734759989039,0.036906007839357574,0.04847089543403174,0.05664030248478305,0.05706189121767237,0.06272029809091365,0.06076816810517818,0.0609172012431495,0.06097590786921654,0.06024546802278953,0.0580275922137762,0.057345882149776005,0.05703557824943882,0.05717832055948549,0.05744270598238194,0.05891055877675261,0.058989017931752805,0.05223506236860326,0.014138092746252103,0.0005537011147981391
BGI/salmon/CL100029124_L02_32,0.022338679495923126,0.03675062313796794,0.04905060117791492,0.05650371318044964,0.05748642124081147,0.06305646604644952,0.0625233794513603,0.06215573582856534,0.06128227586568907,0.05982702863546649,0.058959753957721385,0.05759652365732694,0.056416989757970396,0.05679727379388382,0.0571900063761086,0.05817926026035468,0.05838236359382314,0.051513060255568635,0.013463224258519016,0.0005266200281256474
BGI/salmon/CL100029124_L02_31,0.0307229032468686,0.038068405789499826,0.04750550296948258,0.052021903745210006,0.05455700361116604,0.05814557964155238,0.05515717410460446,0.05445766439806613,0.05605408221817885,0.056411026281653516,0.05256538911953783,0.054555677734248936,0.05393761855479897,0.060648639495477885,0.05579746629463954,0.06555288063813866,0.06959080116977824,0.06214124145030742,0.019519092259149027,0.0025899472776411054
BGI/salmon/CL100029124_L02_35,0.02333345511108549,0.03743538878240225,0.04958429369207399,0.05725468522917282,0.057371749227953385,0.06319534148641899,0.06222743575442612,0.061711129392355034,0.06121409058501951,0.06036607429272487,0.05836197708159737,0.0579932403308898,0.05660172338124973,0.05635728919254207,0.05666688965626503,0.058402086143093244,0.05793032287220734,0.050095513280289675,0.013389488792177733,0.0005078257160552768
BGI/salmon/CL100029124_L02_36,0.023357104110708706,0.03803280050525009,0.04927807923670757,0.057214585908775706,0.05744285967849621,0.06251146648391755,0.0616875570569888,0.06096326462727125,0.060898297060048144,0.06024553965186431,0.05768081552997554,0.057277010037039604,0.057433651030979894,0.057523577349229964,0.05741686124702833,0.0586385541657124,0.058109254585550545,0.05047566612183321,0.013173424142809476,0.0006396314698128036
BGI/salmon/CL100029124_L02_26,0.02281943114339089,0.035966310168138366,0.048085477105567265,0.0555053242406204,0.05692327845889143,0.061920977565227346,0.06119705172409234,0.06206168302567576,0.061201632146953414,0.0604232370289967,0.05898333713081885,0.05870745898150395,0.05682425567875735,0.05739013182846376,0.057805593834769166,0.05809295786264243,0.058255837172165946,0.05275304374499078,0.01471673593681795,0.0003662452215162798
BGI/salmon/CL100029124_L02_37,0.02236017309135996,0.03682810157775845,0.049398550891962115,0.057882459948457664,0.05799890651442914,0.06320127787761948,0.06128590590268987,0.06192889051165369,0.06134259984319588,0.06063036364065669,0.05875413916552464,0.05787308199023373,0.05659834040613806,0.05656976457201081,0.05675668603438771,0.05764987567098691,0.05788493896046354,0.05140547525782513,0.013251648612656448,0.00039881952999022956
