ENSMUSG00000037326.10 Capn15
ENSMUSG00000037331.15 Larp1
ENSMUSG00000037334.2 H2-M1
ENSMUSG00000037335.13 Hand1
ENSMUSG00000037336.14 Mfsd2b
ENSMUSG00000037337.11 Map4k1
ENSMUSG00000037339.17 Fam53a
ENSMUSG00000037341.14 Slc9a7
ENSMUSG00000037343.7 Taf2
ENSMUSG00000037344.13 Slc12a9
ENSMUSG00000037346.4 Hrh4
ENSMUSG00000037347.7 Chst7
ENSMUSG00000037348.15 Paqr7
ENSMUSG00000037349.9 Nudt22
ENSMUSG00000037351.9 Actr1b
ENSMUSG00000037353.8 Letmd1
ENSMUSG00000037355.14 Uvssa
ENSMUSG00000037358.6 4930578C19Rik
ENSMUSG00000037361.8 Sf3b6
ENSMUSG00000037362.8 Nov
ENSMUSG00000037363.9 Letm2
ENSMUSG00000037364.12 Srrt
ENSMUSG00000037366.14 Pafah2
ENSMUSG00000037369.17 Kdm6a
ENSMUSG00000037370.13 Enpp1
ENSMUSG00000037373.12 Ctbp1
ENSMUSG00000037375.16 Hhat
ENSMUSG00000037376.14 Trmt6
ENSMUSG00000037379.7 Spon2
ENSMUSG00000037386.15 Rims2
ENSMUSG00000037390.12 Muc3
ENSMUSG00000037393.2 Nmur2
ENSMUSG00000037395.15 Rcor3
ENSMUSG00000037400.17 Atp11b
ENSMUSG00000037405.8 Icam1
ENSMUSG00000037406.7 Htra4
ENSMUSG00000037408.10 Cnnm4
ENSMUSG00000037410.13 Tbc1d2b
ENSMUSG00000037411.10 Serpine1
ENSMUSG00000037415.6 Ranbp10
ENSMUSG00000037416.13 Dmxl1
ENSMUSG00000037418.5 Best1
ENSMUSG00000037419.9 Endod1
ENSMUSG00000037424.6 Taar9
ENSMUSG00000037426.17 Depdc5
ENSMUSG00000037428.14 Vgf
ENSMUSG00000037432.15 Fer1l5
ENSMUSG00000037434.7 Slc30a1
ENSMUSG00000037437.18 Adam32
ENSMUSG00000037438.5 Uqcrh-ps1
ENSMUSG00000037440.8 Vnn1
ENSMUSG00000037443.13 Cep85
ENSMUSG00000037446.13 Tulp1
ENSMUSG00000037447.16 Arid5a
ENSMUSG00000037451.7 Slc22a20
ENSMUSG00000037455.16 Slc18b1
ENSMUSG00000037458.14 Azin1
ENSMUSG00000037461.10 Ints7
ENSMUSG00000037463.14 Fbxo27
ENSMUSG00000037465.9 Klf10
ENSMUSG00000037466.13 4930427A07Rik
ENSMUSG00000037469.9 Acp7
ENSMUSG00000037470.14 Uggt1
ENSMUSG00000037474.13 Dtl
ENSMUSG00000037475.15 Thoc2
ENSMUSG00000037477.7 Tbx10
ENSMUSG00000037482.2 Erv3
ENSMUSG00000037486.18 Asxl2
ENSMUSG00000037487.6 Ubr5
ENSMUSG00000037490.5 Slc2a12
ENSMUSG00000037492.16 Zmat4
ENSMUSG00000037493.6 Cib2
ENSMUSG00000037499.9 Nenf
ENSMUSG00000037503.12 Fam168b
ENSMUSG00000037509.19 Arhgef4
ENSMUSG00000037514.17 Pank2
ENSMUSG00000037519.17 Ppfia1
ENSMUSG00000037523.13 Mavs
ENSMUSG00000037525.4 Bcdin3d
ENSMUSG00000037526.6 Atg14
ENSMUSG00000037529.13 Prss40
ENSMUSG00000037531.8 Mrpl47
ENSMUSG00000037533.19 Rapgef6
ENSMUSG00000037536.13 Fbxo34
ENSMUSG00000037537.6 H2-M11
ENSMUSG00000037541.21 Shank2
ENSMUSG00000037542.13 Aldh8a1
ENSMUSG00000037544.13 Dlgap5
ENSMUSG00000037548.14 H2-DMb2
ENSMUSG00000037552.17 Plekhg2
ENSMUSG00000037553.14 Zdhhc18
ENSMUSG00000037563.15 Rps16
ENSMUSG00000037568.12 Vash2
ENSMUSG00000037570.15 Mcrs1
ENSMUSG00000037572.16 Wdhd1
ENSMUSG00000037573.5 Tob1
ENSMUSG00000037577.12 Ephx3
ENSMUSG00000037578.4 Pkd2l1
ENSMUSG00000037579.6 Kcnh3
ENSMUSG00000037580.9 Gch1
ENSMUSG00000037583.2 Nr0b2
ENSMUSG00000037593.11 BC030499
ENSMUSG00000037594.11 BC022687
ENSMUSG00000037600.16 Kdf1
ENSMUSG00000037601.11 Nme1
ENSMUSG00000037603.6 Gm5519
ENSMUSG00000037605.16 Adgrl3
ENSMUSG00000037606.18 Osbpl5
ENSMUSG00000037608.16 Bclaf1
ENSMUSG00000037610.15 Kcnmb2
ENSMUSG00000037613.16 Tnfrsf23
ENSMUSG00000037617.11 Spag1
ENSMUSG00000037621.8 Atoh8
ENSMUSG00000037622.14 Wdtc1
ENSMUSG00000037624.15 Kcnk2
ENSMUSG00000037625.7 Cldn11
ENSMUSG00000037627.15 Rgs22
ENSMUSG00000037628.9 Cdkn3
ENSMUSG00000037636.6 Slc25a43
ENSMUSG00000037638.5 Zbtb42
ENSMUSG00000037640.15 Zfp60
ENSMUSG00000037643.14 Prkci
ENSMUSG00000037646.9 Vps13b
ENSMUSG00000037649.9 H2-DMa
ENSMUSG00000037652.15 Phc3
ENSMUSG00000037653.7 Kctd8
ENSMUSG00000037656.9 Slc20a2
ENSMUSG00000037660.5 Gdf7
ENSMUSG00000037661.14 Gpr160
ENSMUSG00000037664.13 Cdkn1c
ENSMUSG00000037669.15 Ldah
ENSMUSG00000037674.15 Rfx7
ENSMUSG00000037679.9 Inf2
ENSMUSG00000037681.13 Esyt3
ENSMUSG00000037683.14 Armc3
ENSMUSG00000037685.15 Atp8a1
ENSMUSG00000037686.6 Aspg
ENSMUSG00000037689.6 Tmem247
ENSMUSG00000037692.14 Ahdc1
ENSMUSG00000037697.18 Ddhd1
ENSMUSG00000037703.14 Lzts3
ENSMUSG00000037705.13 Tecta
ENSMUSG00000037706.17 Cd81
ENSMUSG00000037708.16 Spag6
ENSMUSG00000037709.13 Fam13a
ENSMUSG00000037710.8 Cisd1
ENSMUSG00000037712.15 Fermt2
ENSMUSG00000037716.15 Ccdc33
ENSMUSG00000037720.16 Tmem33
ENSMUSG00000037722.7 Gnpnat1
ENSMUSG00000037725.8 Ckap2
ENSMUSG00000037727.6 Avp
ENSMUSG00000037730.13 Mynn
ENSMUSG00000037731.5 Themis2
ENSMUSG00000037736.18 Limch1
ENSMUSG00000037737.6 Actrt3
ENSMUSG00000037738.11 Nek5
ENSMUSG00000037740.8 Mrps26
ENSMUSG00000037742.14 Eef1a1
ENSMUSG00000037747.9 Phyhipl
ENSMUSG00000037750.16 Fam222b
ENSMUSG00000037752.4 Xkr8
ENSMUSG00000037754.13 Ppp1r16b
ENSMUSG00000037759.5 Ptger2
ENSMUSG00000037761.16 Actr5
ENSMUSG00000037762.6 Slc16a9
ENSMUSG00000037771.11 Slc32a1
ENSMUSG00000037772.13 Mrpl23
ENSMUSG00000037773.14 Pced1a
ENSMUSG00000037780.3 Mbl1
ENSMUSG00000037784.14 Dzip1l
ENSMUSG00000037787.14 Apopt1
ENSMUSG00000037788.14 Vopp1
ENSMUSG00000037790.3 Defb7
ENSMUSG00000037791.15 Phf12
ENSMUSG00000037795.14 N4bp2
ENSMUSG00000037797.14 Adh4
ENSMUSG00000037798.7 Mat1a
ENSMUSG00000037801.13 Iqch
ENSMUSG00000037805.14 Rpl10a
ENSMUSG00000037808.13 Fam76b
ENSMUSG00000037813.13 D630003M21Rik
ENSMUSG00000037815.6 Ctnna1
ENSMUSG00000037816.10 Fbxw17
ENSMUSG00000037818.16 Abhd18
ENSMUSG00000037820.15 Tgm2
ENSMUSG00000037822.12 Smim14
ENSMUSG00000037824.6 Tspan14
ENSMUSG00000037826.5 Ppm1k
ENSMUSG00000037827.5 Gm5884
ENSMUSG00000037833.14 Sh2d4b
ENSMUSG00000037843.6 Vstm2l
ENSMUSG00000037845.14 Fdxacb1
ENSMUSG00000037846.18 Rtkn2
ENSMUSG00000037847.13 Nmrk1
ENSMUSG00000037849.8 Ifi206
ENSMUSG00000037851.13 Iars
ENSMUSG00000037852.8 Cpe
ENSMUSG00000037855.15 Zfp365
ENSMUSG00000037857.16 Nufip2
ENSMUSG00000037860.15 Aim2
ENSMUSG00000037868.15 Egr2
ENSMUSG00000037872.5 Ackr1
ENSMUSG00000037876.17 Jmjd1c
ENSMUSG00000037885.18 Stk35
ENSMUSG00000037887.11 Dusp8
ENSMUSG00000037890.13 Wdr19
ENSMUSG00000037892.13 Pcdh18
ENSMUSG00000037894.13 H2afz
ENSMUSG00000037896.17 Rcor1
ENSMUSG00000037902.18 Sirpa
ENSMUSG00000037904.14 Ankrd9
ENSMUSG00000037905.13 Bri3bp
ENSMUSG00000037907.16 Ankrd13b
ENSMUSG00000037913.12 Tmem156
ENSMUSG00000037916.13 Ndufv1
ENSMUSG00000037921.15 Ddx60
ENSMUSG00000037922.13 Bank1
ENSMUSG00000037924.6 Olfr16
ENSMUSG00000037926.15 Ssh2
ENSMUSG00000037933.16 Bicd2
ENSMUSG00000037935.16 Smarce1
ENSMUSG00000037936.15 Scarb1
ENSMUSG00000037938.4 Chchd5
ENSMUSG00000037940.17 Inpp4b
ENSMUSG00000037942.5 Crp
ENSMUSG00000037944.8 Ccr7
ENSMUSG00000037946.11 Fgd3
ENSMUSG00000037949.8 Ano10
ENSMUSG00000037953.7 A4gnt
ENSMUSG00000037957.14 Wdr20
ENSMUSG00000037958.13 Nsrp1
ENSMUSG00000037960.11 Card19
ENSMUSG00000037962.7 Rflna
ENSMUSG00000037965.14 Zc3h7a
ENSMUSG00000037966.15 Ninj1
ENSMUSG00000037971.10 1110032A03Rik
ENSMUSG00000037972.6 Snn
ENSMUSG00000037973.6 Ccdc129
ENSMUSG00000037974.16 Muc5ac
ENSMUSG00000037977.6 6430571L13Rik
ENSMUSG00000037979.13 Ccdc92
ENSMUSG00000037984.9 Neurod6
ENSMUSG00000037989.15 Wnk2
ENSMUSG00000037990.18 Sh3rf3
ENSMUSG00000037991.9 Rmi2
ENSMUSG00000037992.16 Rara
ENSMUSG00000037993.8 Dhx38
ENSMUSG00000037994.14 Slc9b2
ENSMUSG00000037995.15 Igsf9
ENSMUSG00000037996.17 Slc24a2
ENSMUSG00000037997.12 Parp11
ENSMUSG00000037999.13 Arap2
ENSMUSG00000038000.10 Acd
ENSMUSG00000038002.8 Cramp1l
ENSMUSG00000038005.15 Hpf1
ENSMUSG00000038007.14 Acer2
ENSMUSG00000038009.7 Dnajc22
ENSMUSG00000038010.9 Ccdc138
ENSMUSG00000038011.15 Dnah10
ENSMUSG00000038013.14 Wipf2
ENSMUSG00000038014.7 Fam120a
ENSMUSG00000038015.6 Prm2
ENSMUSG00000038020.5 Rapgefl1
ENSMUSG00000038022.11 Mindy4
ENSMUSG00000038023.12 Atp6v0a2
ENSMUSG00000038024.17 Dennd4c
ENSMUSG00000038025.8 Phf2
ENSMUSG00000038026.12 Kcnj9
ENSMUSG00000038028.9 Tigar
ENSMUSG00000038034.15 Igsf8
ENSMUSG00000038037.4 Socs1
ENSMUSG00000038039.13 Gcc2
ENSMUSG00000038042.10 Ptpdc1
ENSMUSG00000038044.8 Cct8l1
ENSMUSG00000038045.14 Sult6b1
ENSMUSG00000038046.4 Mrm3
ENSMUSG00000038047.18 Haus6
ENSMUSG00000038048.8 Cntnap5c
ENSMUSG00000038055.12 Dexi
ENSMUSG00000038056.15 Kmt2c
ENSMUSG00000038057.4 Dbil5
ENSMUSG00000038058.14 Nod1
ENSMUSG00000038059.6 Smim3
ENSMUSG00000038060.15 Dlec1
ENSMUSG00000038064.7 Cldn22
ENSMUSG00000038065.13 Mturn
ENSMUSG00000038067.2 Csf3
ENSMUSG00000038068.15 Rnf144b
ENSMUSG00000038069.6 Cdkn2aip
ENSMUSG00000038070.15 Cntln
ENSMUSG00000038071.3 Npy6r
ENSMUSG00000038072.14 Galnt11
ENSMUSG00000038074.16 Fkbp14
ENSMUSG00000038077.7 Kcna6
ENSMUSG00000038079.14 Tmem237
ENSMUSG00000038080.17 Kdm1b
ENSMUSG00000038084.16 Opa1
ENSMUSG00000038085.13 Cnbd2
ENSMUSG00000038086.4 Hspb2
ENSMUSG00000038092.6 Hsd3b5
ENSMUSG00000038094.15 Atp13a4
ENSMUSG00000038095.15 Sbno1
ENSMUSG00000038102.15 Trappc11
ENSMUSG00000038112.15 AW551984
ENSMUSG00000038115.16 Ano2
ENSMUSG00000038116.16 Phf20
ENSMUSG00000038119.15 Cdon
ENSMUSG00000038121.6 Fam210a
ENSMUSG00000038122.9 Tbc1d32
ENSMUSG00000038126.17 Mphosph9
ENSMUSG00000038127.14 Ccdc50
ENSMUSG00000038128.6 Camk4
ENSMUSG00000038132.6 Rbm24
ENSMUSG00000038135.4 Crygn
ENSMUSG00000038141.9 Tmem181a
ENSMUSG00000038143.16 Stox2
ENSMUSG00000038145.17 Snrk
ENSMUSG00000038146.7 Notch3
ENSMUSG00000038147.13 Cd84
ENSMUSG00000038148.13 Cldn16
ENSMUSG00000038150.7 Ormdl3
ENSMUSG00000038151.13 Prdm1
ENSMUSG00000038155.10 Gstp2
ENSMUSG00000038156.16 Spon1
ENSMUSG00000038160.7 Atg5
ENSMUSG00000038165.8 1700022A21Rik
ENSMUSG00000038167.6 Plekhg6
ENSMUSG00000038168.5 P3h2
ENSMUSG00000038170.15 Pde4dip
ENSMUSG00000038172.14 Ttc39b
ENSMUSG00000038173.15 Enpp6
ENSMUSG00000038174.14 Fam126b
ENSMUSG00000038175.10 Mylip
ENSMUSG00000038178.16 Slc43a2
ENSMUSG00000038179.13 Slamf7
ENSMUSG00000038180.11 Spag4
ENSMUSG00000038181.16 Chpf2
ENSMUSG00000038187.14 Btbd10
ENSMUSG00000038188.17 Scarf1
ENSMUSG00000038192.5 Cer1
ENSMUSG00000038193.4 Hand2
ENSMUSG00000038195.6 Rilp
ENSMUSG00000038199.12 4931409K22Rik
ENSMUSG00000038201.10 Kcna7
ENSMUSG00000038203.18 Hoxa13
ENSMUSG00000038204.13 Asb10
ENSMUSG00000038205.12 Prkab2
ENSMUSG00000038206.13 Fbxo8
ENSMUSG00000038208.13 Pgap3
ENSMUSG00000038209.12 Itln1
ENSMUSG00000038210.10 Hoxa11
ENSMUSG00000038212.16 Mfsd14b
ENSMUSG00000038213.7 Tapbpl
ENSMUSG00000038214.15 Bend3
ENSMUSG00000038215.15 Cep44
ENSMUSG00000038216.7 Pnmt
ENSMUSG00000038217.13 Tlcd2
ENSMUSG00000038218.3 Gm9765
ENSMUSG00000038224.12 Serpinf2
ENSMUSG00000038225.15 Primpol
ENSMUSG00000038227.15 Hoxa9
ENSMUSG00000038233.9 Fam198a
ENSMUSG00000038235.4 F11r
ENSMUSG00000038236.8 Hoxa7
ENSMUSG00000038239.11 Hrc
ENSMUSG00000038240.13 Pdss2
ENSMUSG00000038241.16 Cep250
ENSMUSG00000038242.12 Aox4
ENSMUSG00000038244.13 Mical2
ENSMUSG00000038246.7 Fam50b
ENSMUSG00000038248.8 Sobp
ENSMUSG00000038250.9 Usp38
ENSMUSG00000038252.13 Ncapd2
ENSMUSG00000038253.6 Hoxa5
ENSMUSG00000038255.6 Neurod2
ENSMUSG00000038256.15 Bcl9
ENSMUSG00000038257.9 Glra3
ENSMUSG00000038259.4 Gdf5
ENSMUSG00000038260.10 Trpm4
ENSMUSG00000038264.8 Sema7a
ENSMUSG00000038267.15 Slc22a23
ENSMUSG00000038268.4 Ovca2
ENSMUSG00000038271.17 Iffo1
ENSMUSG00000038274.11 Fau
ENSMUSG00000038276.12 Asic3
ENSMUSG00000038279.10 Nop2
ENSMUSG00000038280.12 Ostm1
ENSMUSG00000038286.11 Bphl
ENSMUSG00000038290.15 Smg6
ENSMUSG00000038291.16 Snx25
ENSMUSG00000038292.14 Ccdc155
ENSMUSG00000038295.14 Atg9b
ENSMUSG00000038296.14 Galnt18
ENSMUSG00000038298.14 Pdzk1
ENSMUSG00000038299.15 Wdr36
ENSMUSG00000038300.6 Pth2
ENSMUSG00000038301.15 Snx10
ENSMUSG00000038302.14 Afg1l
ENSMUSG00000038304.14 Cd160
ENSMUSG00000038305.14 Spats2l
ENSMUSG00000038312.10 Edem2
ENSMUSG00000038319.14 Kcnh2
ENSMUSG00000038323.3 1700066M21Rik
ENSMUSG00000038324.13 Trpc4ap
ENSMUSG00000038327.8 Serpinb9f
ENSMUSG00000038330.10 C87499
ENSMUSG00000038331.15 Satb2
ENSMUSG00000038332.13 Sesn1
ENSMUSG00000038335.13 Tsr1
ENSMUSG00000038342.15 Mlxip
ENSMUSG00000038344.14 Txlng
ENSMUSG00000038346.18 Zfp384
ENSMUSG00000038347.14 Tcte2
ENSMUSG00000038349.10 Plcl1
ENSMUSG00000038351.14 Sgsm2
ENSMUSG00000038352.15 Arl5c
ENSMUSG00000038354.13 Ankrd35
ENSMUSG00000038357.10 Camp
ENSMUSG00000038365.8 Fbxo25
ENSMUSG00000038366.15 Lasp1
ENSMUSG00000038368.16 Focad
ENSMUSG00000038369.14 Ncoa6
ENSMUSG00000038370.6 Pcp4l1
ENSMUSG00000038371.15 Sbf2
ENSMUSG00000038372.14 Gmds
ENSMUSG00000038374.10 Rbm8a
ENSMUSG00000038375.15 Trp53inp2
ENSMUSG00000038379.15 Ttk
ENSMUSG00000038383.16 Pigu
ENSMUSG00000038384.16 Setd1b
ENSMUSG00000038387.9 Rras
ENSMUSG00000038388.14 Mpp6
ENSMUSG00000038390.11 Gpr162
ENSMUSG00000038393.14 Txnip
ENSMUSG00000038398.8 Upf3a
ENSMUSG00000038400.15 Pmepa1
ENSMUSG00000038402.2 Foxf2
ENSMUSG00000038403.10 Hfe2
ENSMUSG00000038406.17 Scaf1
ENSMUSG00000038412.8 Higd1a
ENSMUSG00000038415.10 Foxq1
ENSMUSG00000038416.15 Cdc16
ENSMUSG00000038417.4 Fig4
ENSMUSG00000038418.7 Egr1
ENSMUSG00000038421.13 Fcrla
ENSMUSG00000038422.2 Hdhd3
ENSMUSG00000038425.17 Poli
ENSMUSG00000038429.10 Usp5
ENSMUSG00000038437.11 Mllt6
ENSMUSG00000038446.8 Cdc40
ENSMUSG00000038451.13 Spsb2
ENSMUSG00000038453.16 Srcin1
ENSMUSG00000038456.9 Dennd2a
ENSMUSG00000038457.17 Tmem255b
ENSMUSG00000038459.10 Abhd17c
ENSMUSG00000038462.3 Uqcrfs1
ENSMUSG00000038463.8 Olfml2b
ENSMUSG00000038467.15 Chmp4b
ENSMUSG00000038473.14 Nos1ap
ENSMUSG00000038481.13 Cdk19
ENSMUSG00000038482.11 Tfdp1
ENSMUSG00000038485.5 Socs7
ENSMUSG00000038486.9 Sv2a
ENSMUSG00000038489.8 Polr2l
ENSMUSG00000038495.14 Otud7b
ENSMUSG00000038496.16 Slc19a3
ENSMUSG00000038497.7 Tmco3
ENSMUSG00000038498.3 Catsper1
ENSMUSG00000038500.15 Prr3
ENSMUSG00000038502.16 Ptov1
ENSMUSG00000038503.15 Mesd
ENSMUSG00000038506.13 Dcun1d2
ENSMUSG00000038507.6 Parp12
ENSMUSG00000038508.7 Gdf15
ENSMUSG00000038510.12 Rpf2
ENSMUSG00000038515.10 Grtp1
ENSMUSG00000038517.15 Tbkbp1
ENSMUSG00000038518.15 Jarid2
ENSMUSG00000038520.15 Tbc1d17
ENSMUSG00000038521.17 C1s1
ENSMUSG00000038522.6 Mfsd4b1
ENSMUSG00000038523.10 1700003F12Rik
ENSMUSG00000038524.13 Fchsd1
ENSMUSG00000038525.16 Armc10
ENSMUSG00000038526.14 Car14
ENSMUSG00000038527.9 C1rl
ENSMUSG00000038528.14 Mfsd4b5
ENSMUSG00000038530.11 Rgs4
ENSMUSG00000038533.15 Cbfa2t2
ENSMUSG00000038534.17 Osbpl7
ENSMUSG00000038535.17 Zfp280d
ENSMUSG00000038537.1 Mc3r
ENSMUSG00000038538.17 Ubn2
ENSMUSG00000038539.15 Atf5
ENSMUSG00000038540.14 Tmc3
ENSMUSG00000038541.7 Srd5a2
ENSMUSG00000038542.14 Pcid2
ENSMUSG00000038543.13 BC028528
ENSMUSG00000038544.14 Inip
ENSMUSG00000038545.13 Cul7
ENSMUSG00000038546.9 Ranbp9
ENSMUSG00000038550.10 Ciart
ENSMUSG00000038552.14 Fndc4
ENSMUSG00000038555.7 Reep2
ENSMUSG00000038560.7 Sp6
ENSMUSG00000038563.14 Efl1
ENSMUSG00000038564.10 Ift172
ENSMUSG00000038567.5 Cyp24a1
ENSMUSG00000038569.13 Rad9b
ENSMUSG00000038570.15 Saxo2
ENSMUSG00000038572.7 Bpifb5
ENSMUSG00000038576.15 Susd4
ENSMUSG00000038578.15 Susd1
ENSMUSG00000038580.13 Sct
ENSMUSG00000038582.15 Pptc7
ENSMUSG00000038583.13 Pln
ENSMUSG00000038587.9 Akap12
ENSMUSG00000038591.3 Colec10
ENSMUSG00000038593.18 Tctn1
ENSMUSG00000038594.9 Cep85l
ENSMUSG00000038598.9 AI481877
ENSMUSG00000038599.14 Capn8
ENSMUSG00000038600.12 Atp6v0a4
ENSMUSG00000038602.7 Slc35f1
ENSMUSG00000038604.9 Ripor1
ENSMUSG00000038605.11 Samd10
ENSMUSG00000038607.12 Gng10
ENSMUSG00000038608.15 Dock10
ENSMUSG00000038611.17 Phrf1
ENSMUSG00000038612.16 Mcl1
ENSMUSG00000038615.17 Nfe2l1
ENSMUSG00000038618.12 Rassf7
ENSMUSG00000038619.12 Ensa
ENSMUSG00000038622.7 Med30
ENSMUSG00000038623.9 Tm6sf1
ENSMUSG00000038624.13 Nepn
ENSMUSG00000038628.8 Polr3k
ENSMUSG00000038630.8 Zkscan16
ENSMUSG00000038633.5 Degs1
ENSMUSG00000038637.15 Lrrc56
ENSMUSG00000038641.12 Akr1d1
ENSMUSG00000038642.10 Ctss
ENSMUSG00000038644.14 Pold1
ENSMUSG00000038646.13 Fam103a1
ENSMUSG00000038648.5 Creb3l2
ENSMUSG00000038650.15 Rnh1
ENSMUSG00000038651.15 Sycp2l
ENSMUSG00000038656.5 Cyp3a16
ENSMUSG00000038658.15 Ric1
ENSMUSG00000038663.7 Fsd2
ENSMUSG00000038664.16 Herc1
ENSMUSG00000038665.15 Dgki
ENSMUSG00000038668.14 Lpar1
ENSMUSG00000038670.11 Mybpc2
ENSMUSG00000038671.15 Arfrp1
ENSMUSG00000038676.6 Ucn
ENSMUSG00000038677.13 Scube3
ENSMUSG00000038679.16 Trps1
ENSMUSG00000038683.16 Pak1ip1
ENSMUSG00000038685.18 Rtel1
ENSMUSG00000038690.15 Atp5j2
ENSMUSG00000038691.5 Mbd3l1
ENSMUSG00000038692.8 Hoxb4
ENSMUSG00000038695.13 Josd2
ENSMUSG00000038696.14 Mapkap1
ENSMUSG00000038697.15 Taf5l
ENSMUSG00000038700.4 Hoxb5
ENSMUSG00000038702.6 Dsel
ENSMUSG00000038704.11 Aspdh
ENSMUSG00000038705.13 Gmeb2
ENSMUSG00000038708.10 Golga4
ENSMUSG00000038709.14 Txndc8
ENSMUSG00000038712.16 Mindy1
ENSMUSG00000038717.8 Atp5l
ENSMUSG00000038718.15 Pbx3
ENSMUSG00000038721.8 Hoxb7
ENSMUSG00000038722.17 Bud31
ENSMUSG00000038725.12 Pkhd1l1
ENSMUSG00000038729.23 Akap2
ENSMUSG00000038732.15 Mboat1
ENSMUSG00000038733.13 Wdr26
ENSMUSG00000038736.9 Nudcd1
ENSMUSG00000038738.15 Shank1
ENSMUSG00000038740.9 Mvb12b
ENSMUSG00000038742.7 Angptl6
ENSMUSG00000038745.15 Nlrp6
ENSMUSG00000038750.12 Omt2b
ENSMUSG00000038751.5 Ptk6
ENSMUSG00000038754.4 Elovl3
ENSMUSG00000038756.13 Ttll6
ENSMUSG00000038759.15 Nup205
ENSMUSG00000038760.13 Trhr
ENSMUSG00000038762.15 Abcf1
ENSMUSG00000038763.12 Alpk3
ENSMUSG00000038764.14 Ptpn3
ENSMUSG00000038765.13 Lmx1b
ENSMUSG00000038766.16 Gabpb2
ENSMUSG00000038768.8 9130409I23Rik
ENSMUSG00000038770.17 Kpna7
ENSMUSG00000038773.11 Kdm3b
ENSMUSG00000038774.9 Ascc3
ENSMUSG00000038775.14 Vill
ENSMUSG00000038776.13 Ephx1
ENSMUSG00000038777.19 Sema6c
ENSMUSG00000038780.14 Smurf1
ENSMUSG00000038781.6 Stap2
ENSMUSG00000038782.6 1700028J19Rik
ENSMUSG00000038784.13 Cnot4
ENSMUSG00000038791.14 Scgb3a2
ENSMUSG00000038793.8 Lefty1
ENSMUSG00000038797.13 Zscan2
ENSMUSG00000038801.6 Scgb1c1
ENSMUSG00000038803.7 Ost4
ENSMUSG00000038805.10 Six3
ENSMUSG00000038806.7 Sde2
ENSMUSG00000038807.18 Rap1gap2
ENSMUSG00000038811.13 Gngt2
ENSMUSG00000038812.16 Trmt112
ENSMUSG00000038816.14 Ctnnal1
ENSMUSG00000038822.15 Hace1
ENSMUSG00000038827.11 Fam206a
ENSMUSG00000038828.13 Tmem214
ENSMUSG00000038831.16 Ralgps1
ENSMUSG00000038836.15 Agbl3
ENSMUSG00000038838.15 Vars2
ENSMUSG00000038840.7 Birc7
ENSMUSG00000038843.17 Gcnt1
ENSMUSG00000038844.9 Kif16b
ENSMUSG00000038845.11 Phb
ENSMUSG00000038848.14 Ythdf1
ENSMUSG00000038855.10 Itpkb
ENSMUSG00000038859.7 Baiap2l1
ENSMUSG00000038860.15 Garnl3
ENSMUSG00000038861.14 Pi4kb
ENSMUSG00000038866.15 Zcchc2
ENSMUSG00000038871.5 Bpgm
ENSMUSG00000038872.10 Zfhx3
ENSMUSG00000038876.12 Rnf146
ENSMUSG00000038879.7 Nipal2
ENSMUSG00000038880.13 Mrps34
ENSMUSG00000038883.3 Prl3a1
ENSMUSG00000038884.14 A230050P20Rik
ENSMUSG00000038886.10 Man2a2
ENSMUSG00000038888.8 Ctu1
ENSMUSG00000038891.3 Prl3b1
ENSMUSG00000038893.12 Fam117a
ENSMUSG00000038894.7 Irs2
ENSMUSG00000038895.16 Zfp653
ENSMUSG00000038900.17 Rpl12
ENSMUSG00000038902.14 Pogz
ENSMUSG00000038903.13 Ccdc68
ENSMUSG00000038909.16 Kat7
ENSMUSG00000038910.6 Plcl2
ENSMUSG00000038914.15 Dido1
ENSMUSG00000038916.7 Soga3
ENSMUSG00000038925.13 E330034G19Rik
ENSMUSG00000038930.11 Rccd1
ENSMUSG00000038932.13 Tcfl5
ENSMUSG00000038936.13 Sccpdh
ENSMUSG00000038943.16 Prc1
ENSMUSG00000038949.8 Cnst
ENSMUSG00000038954.14 Supt3
ENSMUSG00000038957.13 Edc3
ENSMUSG00000038963.15 Slco4a1
ENSMUSG00000038965.15 Ube2l3
ENSMUSG00000038967.13 Pdk2
ENSMUSG00000038968.3 Klk1b16
ENSMUSG00000038970.7 Lmtk2
ENSMUSG00000038973.2 Cldnd2
ENSMUSG00000038975.14 Rabggtb
ENSMUSG00000038976.12 Ppp1r9b
ENSMUSG00000038980.1 Rbbp8nl
ENSMUSG00000038982.10 Bloc1s5
ENSMUSG00000038984.3 Tspyl5
ENSMUSG00000038987.8 Cfap157
ENSMUSG00000038990.14 Cables2
ENSMUSG00000038991.17 Txndc5
ENSMUSG00000038994.6 Hils1
ENSMUSG00000038997.4 Asb17
ENSMUSG00000039000.8 Ube3c
ENSMUSG00000039001.12 Rps21
ENSMUSG00000039004.6 Bmp6
ENSMUSG00000039005.13 Tlr4
ENSMUSG00000039007.9 Cpq
ENSMUSG00000039013.16 Siglecf
ENSMUSG00000039016.5 Timm8b
ENSMUSG00000039018.15 Mtg1
ENSMUSG00000039021.15 Ttc16
ENSMUSG00000039031.16 Arhgap18
ENSMUSG00000039032.2 Tsga13
ENSMUSG00000039033.11 Tasp1
ENSMUSG00000039037.5 St6galnac5
ENSMUSG00000039041.15 Adrm1
ENSMUSG00000039043.5 Arpin
